"id","District","FIPS","Year","Grade","Measure Type","Variable","Value"
1607,"Cheshire School District",900914160,"2015-2016","Pre Kindergarten","Number","Student Enrollment",52
1607,"Cheshire School District",900914160,"2015-2016","Kindergarten","Number","Student Enrollment",260
1607,"Cheshire School District",900914160,"2015-2016","1","Number","Student Enrollment",252
1607,"Cheshire School District",900914160,"2015-2016","2","Number","Student Enrollment",257
1607,"Cheshire School District",900914160,"2015-2016","3","Number","Student Enrollment",297
1607,"Cheshire School District",900914160,"2015-2016","4","Number","Student Enrollment",301
1607,"Cheshire School District",900914160,"2015-2016","5","Number","Student Enrollment",353
1607,"Cheshire School District",900914160,"2015-2016","6","Number","Student Enrollment",397
1607,"Cheshire School District",900914160,"2015-2016","7","Number","Student Enrollment",364
1607,"Cheshire School District",900914160,"2015-2016","8","Number","Student Enrollment",358
1607,"Cheshire School District",900914160,"2015-2016","9","Number","Student Enrollment",383
1607,"Cheshire School District",900914160,"2015-2016","10","Number","Student Enrollment",348
1607,"Cheshire School District",900914160,"2015-2016","11","Number","Student Enrollment",400
1607,"Cheshire School District",900914160,"2015-2016","12","Number","Student Enrollment",391
1607,"Cheshire School District",900914160,"2015-2016","Total","Number","Student Enrollment",4413
163,"Chester School District",NA,"2007-2008","Pre Kindergarten","Number","Student Enrollment",0
163,"Chester School District",NA,"2007-2008","Kindergarten","Number","Student Enrollment",45
163,"Chester School District",NA,"2007-2008","1","Number","Student Enrollment",49
163,"Chester School District",NA,"2007-2008","2","Number","Student Enrollment",39
163,"Chester School District",NA,"2007-2008","3","Number","Student Enrollment",43
163,"Chester School District",NA,"2007-2008","4","Number","Student Enrollment",54
163,"Chester School District",NA,"2007-2008","5","Number","Student Enrollment",55
163,"Chester School District",NA,"2007-2008","6","Number","Student Enrollment",56
163,"Chester School District",NA,"2007-2008","7","Number","Student Enrollment",0
163,"Chester School District",NA,"2007-2008","8","Number","Student Enrollment",0
163,"Chester School District",NA,"2007-2008","9","Number","Student Enrollment",0
163,"Chester School District",NA,"2007-2008","10","Number","Student Enrollment",0
163,"Chester School District",NA,"2007-2008","11","Number","Student Enrollment",0
163,"Chester School District",NA,"2007-2008","12","Number","Student Enrollment",0
163,"Chester School District",NA,"2007-2008","Total","Number","Student Enrollment",341
362,"Chester School District",NA,"2008-2009","Pre Kindergarten","Number","Student Enrollment",0
362,"Chester School District",NA,"2008-2009","Kindergarten","Number","Student Enrollment",32
362,"Chester School District",NA,"2008-2009","1","Number","Student Enrollment",46
362,"Chester School District",NA,"2008-2009","2","Number","Student Enrollment",46
362,"Chester School District",NA,"2008-2009","3","Number","Student Enrollment",40
362,"Chester School District",NA,"2008-2009","4","Number","Student Enrollment",44
362,"Chester School District",NA,"2008-2009","5","Number","Student Enrollment",55
362,"Chester School District",NA,"2008-2009","6","Number","Student Enrollment",56
362,"Chester School District",NA,"2008-2009","7","Number","Student Enrollment",0
362,"Chester School District",NA,"2008-2009","8","Number","Student Enrollment",0
362,"Chester School District",NA,"2008-2009","9","Number","Student Enrollment",0
362,"Chester School District",NA,"2008-2009","10","Number","Student Enrollment",0
362,"Chester School District",NA,"2008-2009","11","Number","Student Enrollment",0
362,"Chester School District",NA,"2008-2009","12","Number","Student Enrollment",0
362,"Chester School District",NA,"2008-2009","Total","Number","Student Enrollment",319
561,"Chester School District",NA,"2009-2010","Pre Kindergarten","Number","Student Enrollment",0
561,"Chester School District",NA,"2009-2010","Kindergarten","Number","Student Enrollment",34
561,"Chester School District",NA,"2009-2010","1","Number","Student Enrollment",34
561,"Chester School District",NA,"2009-2010","2","Number","Student Enrollment",47
561,"Chester School District",NA,"2009-2010","3","Number","Student Enrollment",43
561,"Chester School District",NA,"2009-2010","4","Number","Student Enrollment",42
561,"Chester School District",NA,"2009-2010","5","Number","Student Enrollment",44
561,"Chester School District",NA,"2009-2010","6","Number","Student Enrollment",55
561,"Chester School District",NA,"2009-2010","7","Number","Student Enrollment",0
561,"Chester School District",NA,"2009-2010","8","Number","Student Enrollment",0
561,"Chester School District",NA,"2009-2010","9","Number","Student Enrollment",0
561,"Chester School District",NA,"2009-2010","10","Number","Student Enrollment",0
561,"Chester School District",NA,"2009-2010","11","Number","Student Enrollment",0
561,"Chester School District",NA,"2009-2010","12","Number","Student Enrollment",0
561,"Chester School District",NA,"2009-2010","Total","Number","Student Enrollment",299
758,"Chester School District",NA,"2010-2011","Pre Kindergarten","Number","Student Enrollment",0
758,"Chester School District",NA,"2010-2011","Kindergarten","Number","Student Enrollment",33
758,"Chester School District",NA,"2010-2011","1","Number","Student Enrollment",36
758,"Chester School District",NA,"2010-2011","2","Number","Student Enrollment",39
758,"Chester School District",NA,"2010-2011","3","Number","Student Enrollment",42
758,"Chester School District",NA,"2010-2011","4","Number","Student Enrollment",43
758,"Chester School District",NA,"2010-2011","5","Number","Student Enrollment",39
758,"Chester School District",NA,"2010-2011","6","Number","Student Enrollment",43
758,"Chester School District",NA,"2010-2011","7","Number","Student Enrollment",0
758,"Chester School District",NA,"2010-2011","8","Number","Student Enrollment",0
758,"Chester School District",NA,"2010-2011","9","Number","Student Enrollment",0
758,"Chester School District",NA,"2010-2011","10","Number","Student Enrollment",0
758,"Chester School District",NA,"2010-2011","11","Number","Student Enrollment",0
758,"Chester School District",NA,"2010-2011","12","Number","Student Enrollment",0
758,"Chester School District",NA,"2010-2011","Total","Number","Student Enrollment",275
813,"Chester School District",NA,"2011-2012","Pre Kindergarten","Number","Student Enrollment",NA
813,"Chester School District",NA,"2011-2012","Kindergarten","Number","Student Enrollment",NA
813,"Chester School District",NA,"2011-2012","1","Number","Student Enrollment",37
813,"Chester School District",NA,"2011-2012","2","Number","Student Enrollment",36
813,"Chester School District",NA,"2011-2012","3","Number","Student Enrollment",37
813,"Chester School District",NA,"2011-2012","4","Number","Student Enrollment",41
813,"Chester School District",NA,"2011-2012","5","Number","Student Enrollment",43
813,"Chester School District",NA,"2011-2012","6","Number","Student Enrollment",34
813,"Chester School District",NA,"2011-2012","7","Number","Student Enrollment",0
813,"Chester School District",NA,"2011-2012","8","Number","Student Enrollment",0
813,"Chester School District",NA,"2011-2012","9","Number","Student Enrollment",0
813,"Chester School District",NA,"2011-2012","10","Number","Student Enrollment",0
813,"Chester School District",NA,"2011-2012","11","Number","Student Enrollment",0
813,"Chester School District",NA,"2011-2012","12","Number","Student Enrollment",0
813,"Chester School District",NA,"2011-2012","Total","Number","Student Enrollment",260
1153,"Chester School District",NA,"2012-2013","Pre Kindergarten","Number","Student Enrollment",0
1153,"Chester School District",NA,"2012-2013","Kindergarten","Number","Student Enrollment",32
1153,"Chester School District",NA,"2012-2013","1","Number","Student Enrollment",27
1153,"Chester School District",NA,"2012-2013","2","Number","Student Enrollment",35
1153,"Chester School District",NA,"2012-2013","3","Number","Student Enrollment",38
1153,"Chester School District",NA,"2012-2013","4","Number","Student Enrollment",38
1153,"Chester School District",NA,"2012-2013","5","Number","Student Enrollment",39
1153,"Chester School District",NA,"2012-2013","6","Number","Student Enrollment",43
1153,"Chester School District",NA,"2012-2013","7","Number","Student Enrollment",0
1153,"Chester School District",NA,"2012-2013","8","Number","Student Enrollment",0
1153,"Chester School District",NA,"2012-2013","9","Number","Student Enrollment",0
1153,"Chester School District",NA,"2012-2013","10","Number","Student Enrollment",0
1153,"Chester School District",NA,"2012-2013","11","Number","Student Enrollment",0
1153,"Chester School District",NA,"2012-2013","12","Number","Student Enrollment",0
1153,"Chester School District",NA,"2012-2013","Total","Number","Student Enrollment",252
1352,"Chester School District",NA,"2013-2014","Pre Kindergarten","Number","Student Enrollment",0
1352,"Chester School District",NA,"2013-2014","Kindergarten","Number","Student Enrollment",28
1352,"Chester School District",NA,"2013-2014","1","Number","Student Enrollment",27
1352,"Chester School District",NA,"2013-2014","2","Number","Student Enrollment",26
1352,"Chester School District",NA,"2013-2014","3","Number","Student Enrollment",36
1352,"Chester School District",NA,"2013-2014","4","Number","Student Enrollment",37
1352,"Chester School District",NA,"2013-2014","5","Number","Student Enrollment",37
1352,"Chester School District",NA,"2013-2014","6","Number","Student Enrollment",37
1352,"Chester School District",NA,"2013-2014","7","Number","Student Enrollment",0
1352,"Chester School District",NA,"2013-2014","8","Number","Student Enrollment",0
1352,"Chester School District",NA,"2013-2014","9","Number","Student Enrollment",0
1352,"Chester School District",NA,"2013-2014","10","Number","Student Enrollment",0
1352,"Chester School District",NA,"2013-2014","11","Number","Student Enrollment",0
1352,"Chester School District",NA,"2013-2014","12","Number","Student Enrollment",0
1352,"Chester School District",NA,"2013-2014","Total","Number","Student Enrollment",228
1552,"Chester School District",NA,"2014-2015","Pre Kindergarten","Number","Student Enrollment",0
1552,"Chester School District",NA,"2014-2015","Kindergarten","Number","Student Enrollment",27
1552,"Chester School District",NA,"2014-2015","1","Number","Student Enrollment",29
1552,"Chester School District",NA,"2014-2015","2","Number","Student Enrollment",27
1552,"Chester School District",NA,"2014-2015","3","Number","Student Enrollment",28
1552,"Chester School District",NA,"2014-2015","4","Number","Student Enrollment",34
1552,"Chester School District",NA,"2014-2015","5","Number","Student Enrollment",40
1552,"Chester School District",NA,"2014-2015","6","Number","Student Enrollment",34
1552,"Chester School District",NA,"2014-2015","7","Number","Student Enrollment",0
1552,"Chester School District",NA,"2014-2015","8","Number","Student Enrollment",0
1552,"Chester School District",NA,"2014-2015","9","Number","Student Enrollment",0
1552,"Chester School District",NA,"2014-2015","10","Number","Student Enrollment",0
1552,"Chester School District",NA,"2014-2015","11","Number","Student Enrollment",0
1552,"Chester School District",NA,"2014-2015","12","Number","Student Enrollment",0
1552,"Chester School District",NA,"2014-2015","Total","Number","Student Enrollment",219
1756,"Chester School District",NA,"2015-2016","Pre Kindergarten","Number","Student Enrollment",0
1756,"Chester School District",NA,"2015-2016","Kindergarten","Number","Student Enrollment",21
1756,"Chester School District",NA,"2015-2016","1","Number","Student Enrollment",28
1756,"Chester School District",NA,"2015-2016","2","Number","Student Enrollment",30
1756,"Chester School District",NA,"2015-2016","3","Number","Student Enrollment",27
1756,"Chester School District",NA,"2015-2016","4","Number","Student Enrollment",27
1756,"Chester School District",NA,"2015-2016","5","Number","Student Enrollment",35
1756,"Chester School District",NA,"2015-2016","6","Number","Student Enrollment",43
1756,"Chester School District",NA,"2015-2016","7","Number","Student Enrollment",0
1756,"Chester School District",NA,"2015-2016","8","Number","Student Enrollment",0
1756,"Chester School District",NA,"2015-2016","9","Number","Student Enrollment",0
1756,"Chester School District",NA,"2015-2016","10","Number","Student Enrollment",0
